20220823,09:01:00,ManualInsertion,Success,REDA,1,10543924,
20220823,09:01:00,ManualInsertion,Success,REDA,2,10543925,
20220823,09:01:00,ManualInsertion,Success,REDA,3,10543926,
20220823,09:01:00,ManualInsertion,Success,REDA,4,10543927,
20220823,09:01:00,ManualInsertion,Success,REDA,5,10543928,
20220823,09:01:00,ManualInsertion,Success,REDA,6,10543929,
20220823,09:01:00,ManualInsertion,Success,REDA,7,10543930,
20220823,09:01:00,ManualInsertion,Success,REDA,8,10543931,
20220823,09:01:00,ManualInsertion,Success,REDA,9,10543932,
20220823,09:01:00,ManualInsertion,Success,REDA,10,10543933,
20220823,09:01:00,ManualInsertion,Success,REDA,11,10543934,
20220823,09:01:00,ManualInsertion,Success,REDA,12,10543935,
20220823,09:01:00,ManualInsertion,Success,REDA,13,10543936,
20220823,09:01:00,ManualInsertion,Success,REDA,14,10543937,
20220823,09:01:00,ManualInsertion,Success,REDA,15,10543938,
20220823,09:01:00,ManualInsertion,Success,REDA,16,10543939,
20220823,09:01:00,ManualInsertion,Success,REDA,17,10543940,
20220823,09:01:00,ManualInsertion,Success,REDA,18,10543941,
20220823,09:01:00,ManualInsertion,Success,REDA,19,10543942,
20220823,09:01:00,ManualInsertion,Success,REDA,20,10543943,
20220823,09:01:00,ManualInsertion,Success,REDA,21,10543944,
20220823,09:01:00,ManualInsertion,Success,REDA,22,10543945,
20220823,09:01:00,ManualInsertion,Success,REDA,23,10543946,
20220823,09:01:00,ManualInsertion,Success,REDA,24,10543947,
20220823,09:01:00,ManualInsertion,Success,FIDO,25,10543948,
20220823,09:01:00,ManualInsertion,Success,FIDO,26,10543949,
20220823,09:01:00,ManualInsertion,Success,FIDO,27,10543950,
20220823,09:01:00,ManualInsertion,Success,FIDO,29,10543951,
20220823,09:01:00,ManualInsertion,Success,FIDO,30,10543952,
20220823,09:01:00,ManualInsertion,Success,FIDO,31,10543953,
20220823,09:01:00,ManualInsertion,Success,FIDO,32,10543954,
20220823,09:01:00,ManualInsertion,Success,FIDO,33,10543955,
20220823,09:01:00,ManualInsertion,Success,FIDO,34,10543956,
20220823,09:01:00,ManualInsertion,Success,FIDO,35,10543957,
20220823,09:01:00,ManualInsertion,Success,FIDO,36,10543958,
20220823,09:01:00,ManualInsertion,Success,FIDO,37,10543959,
20220823,09:01:00,ManualInsertion,Success,FIDO,38,10543960,
20220823,09:01:00,ManualInsertion,Success,FIDO,39,10543961,
20220823,09:01:00,ManualInsertion,Success,FIDO,40,10543962,
20220823,09:01:00,ManualInsertion,Success,FIDO,41,10543963,
20220823,09:01:00,ManualInsertion,Success,FIDO,42,10543964,
20220823,09:01:00,ManualInsertion,Success,FIDO,43,10543965,
20220823,09:04:00,ManualInsertion,Success,FIDO,44,10543966,
20220823,09:04:00,ManualInsertion,Success,FIDO,45,10543967,
20220823,09:04:00,ManualInsertion,Success,FIDO,46,10543968,
20220823,09:04:00,ManualInsertion,Success,FIDO,47,10543969,
20220823,09:04:00,ManualInsertion,Success,FIDO,48,10543970,
20220823,09:04:00,ManualInsertion,Success,FIDO,49,10543971,
20220823,09:04:00,ManualInsertion,Success,FIDO,50,10543972,
20220823,09:04:00,ManualInsertion,Success,FIDO,51,10543973,
20220823,09:04:00,ManualInsertion,Success,FIDO,52,10543974,
20220823,09:04:00,ManualInsertion,Success,FIDO,53,10543975,
20220823,09:04:00,ManualInsertion,Success,FIDO,54,10543976,
